Model,data,F1,TP,PP,FP,FN,threshold,tp_scale,pp_scale,gt_nodes,gt_edges,gen_nodes,gen_edges
Qwen/Qwen3-Embedding-0.6B,pr-fishers,0.1385767790262172,19,26,51,363,0.6,1.0,1.1,129,408,115,96
